geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
103_453,0.86,0.32,0.61,0.5557142857142899,0.73333333333333
103_453,0.6,0.82,0.64,0.48857142857143004,0.93333333333333
103_453,0.79,0.88,0.44,0.57857142857143,1.0
103_453,0.6,0.46,0.34,0.40714285714285997,0.73333333333333
103_453,0.35,0.82,0.34,0.37000000000000005,0.8
103_453,0.51,0.71,0.46,0.53285714285714,0.93333333333333
103_453,0.35,0.84,0.71,0.44857142857143,0.8
103_453,0.78,0.71,0.67,0.58428571428571,0.8
103_453,0.87,0.64,0.63,0.53714285714286,1.0
103_453,0.34,0.73,0.32,0.44000000000000006,0.93333333333333
103_453,0.39,0.46,0.66,0.49857142857143,0.73333333333333
103_453,0.82,0.53,0.53,0.48857142857143004,1.0
103_453,0.86,0.49,0.84,0.6214285714285701,0.73333333333333
103_453,0.88,0.69,0.6,0.54428571428571,1.0
103_453,0.39,0.65,0.4,0.46428571428570997,1.0
103_453,0.68,0.5,0.47,0.47000000000000003,1.0
103_453,0.72,0.71,0.65,0.48,0.73333333333333
103_453,0.38,0.75,0.55,0.44000000000000006,0.73333333333333
103_453,0.7,0.48,0.71,0.44571428571429,1.0
103_453,0.6,0.54,0.66,0.51857142857143,0.93333333333333
103_453,0.36,0.54,0.68,0.47285714285714003,1.0
103_453,0.87,0.78,0.83,0.5857142857142901,1.0
103_453,0.85,0.45,0.84,0.52285714285714,0.8
103_453,0.65,0.74,0.41,0.55142857142857,1.0
103_453,0.51,0.56,0.34,0.47714285714286,1.0
103_453,0.3,0.5,0.4,0.34,0.86666666666667
103_453,0.58,0.47,0.39,0.45428571428571,1.0
