scan_id,created_at,latitude,longitude,geopixel,scanned_device_id,name,type,model,os_version,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,osi_model_layer4_security_posture_assessment,osi_model_layer5_security_posture_assessment,osi_model_layer6_security_posture_assessment,osi_model_layer7_security_posture_assessment,cve_css_total_score,os_os_security_assessment,os_mta_security_assessment,os_web_server_security_assessment,gdpr_processing_probability,gdpr_profiling_probability,ec_council_attack_phase_detected_reconnaissance,ec_council_attack_phase_detected_scanning,ia_confidentiality_assessment,ia_authenticity_assessment,ia_integrity_assessment,ia_availability_assessment,device_total_security_score
308674,1673625250,53.71,23.952,120_448,463763,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-7.0.0_r29,0.68,0.53,0.48,0.83,0.58,0.86,0.71,5.6571428571429,0.93333333333333,,1,1,1,,,1,,,,0.78851851851852
308673,1669579329,49.43,17.147,86_412,463761,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-5.0.0_r12,0.77,0.8,0.61,0.34,0.87,0.6,0.3,5.7,0.73333333333333,,1,1,1,,,,,,,0.71018518518519
308673,1669579329,49.43,17.147,86_412,463762,"generic ",smartphone,,,0.5,0.43,0.87,0.75,0.35,0.65,0.4,5.0714285714286,1,,0.53333333333333,1,1,,,,,,,0.76740740740741
308672,1672440714,49.9,15.818,80_416,463759,"Blackberry Aurora",smartphone,Aurora,android-7.3.0_r0,0.5,0.31,0.61,0.89,0.36,0.48,0.66,4.5,0.93333333333333,,1,1,1,,,,,,,0.75851851851852
308672,1672440714,49.9,15.818,80_416,463760,"QNAP TS-473D-8G",storage,TS-473D-8G,,0.31,0.49,0.55,0.39,0.35,0.7,0.5,3.9857142857143,1,,0.8,1,1,,,,,,,0.74722222222222
308671,1666661451,49.78,21.136,106_415,463757,"Xiaomi Mi 11 Pro",smartphone,"Mi 11 Pro",android-5.0.0_r3,0.5,0.81,0.68,0.8,0.51,0.33,0.65,5.1857142857143,1,,1,0.66666666666667,0.93333333333333,,,,,,,0.79333333333333
308671,1666661451,49.78,21.136,106_415,463758,"Sharp 40BL3EA",tv,40BL3EA,,0.65,0.47,0.36,0.4,0.61,0.41,0.64,4.1428571428571,1,,0.8,0.77777777777778,0.8,,,0.93939393939394,,,,0.755
308670,1672889303,53.23,23.952,120_444,463756,"Huawei P40",smartphone,P40,android-6.2.0_r28,0.37,0.79,0.61,0.64,0.57,0.87,0.68,5.5,1,,1,0.11111111111111,1,,,0.78787878787879,,,,0.80388888888889
308669,1663617915,49.46,17.778,89_413,463754,"Huawei P40",smartphone,P40,android-10.0.7_r1,0.86,0.34,0.87,0.65,0.71,0.52,0.57,5.6428571428571,0.8,,1,0,0,,,0.93939393939394,,,,0.74777777777778
308669,1663617915,49.46,17.778,89_413,463755,"Roborock S6 MaxV",odkurzacz,"S6 MaxV",,0.8,0.78,0.36,0.59,0.46,0.63,0.71,5.1714285714286,1,,0.46666666666667,0,0,,,0.93939393939394,,,,0.76537037037037
308668,1647745780,50.28,19.237,97_419,463753,"Samsung Galaxy S10 Plus",smartphone,"Galaxy S10 Plus",android-9.0.0_r1,0.7,0.72,0.42,0.3,0.82,0.82,0.59,5.4,0.93333333333333,,1,1,1,,,,,,,0.78074074074074
308667,1660918998,51.15,23.794,119_427,463751,"Huawei Mate",smartphone,Mate,android-6.3.0_r10,0.81,0.41,0.66,0.39,0.81,0.77,0.72,5.5,0.73333333333333,,1,1,1,,,,,,,0.70907407407407
308667,1660918998,51.15,23.794,119_427,463752,"Apple AirPort Extreme",ap,"AirPort Extreme",,0.69,0.65,0.68,0.73,0.87,0.61,0.44,6.0428571428571,1,,0.2,1,1,,,,,,,0.79444444444444
308666,1670894723,49.28,18.357,92_411,463749,"LG G5",smartphone,G5,android-10.0.0_r13,0.65,0.36,0.53,0.35,0.8,0.63,0.78,4.7428571428571,0.93333333333333,,1,1,1,,,,,,,0.7612962962963
308666,1670894723,49.28,18.357,92_411,463750,"generic ",PC,,,0.87,0.57,0.4,0.6,0.74,0.36,0.32,5.0571428571429,1,,0.66666666666667,1,1,,,,,,,0.78092592592593
308665,1663432854,54.87,21.589,108_458,463748,"HTC U Ultra",smartphone,"U Ultra",android-5.0.0_r29,0.47,0.47,0.59,0.43,0.46,0.37,0.66,3.9857142857143,0.93333333333333,,1,1,1,,,,,,,0.72685185185185
308664,1664528035,49.68,14.355,72_414,463747,"HTC U Ultra",smartphone,"U Ultra",android-5.0.0_r4,0.43,0.43,0.72,0.58,0.55,0.51,0.48,4.6,0.73333333333333,,1,0.88888888888889,0.73333333333333,,,,,,,0.68185185185185
308663,1650232936,50.53,22.368,112_422,463746,"Motorola Moto G7",smartphone,"Moto G7",android-11.0.0_r1,0.55,0.66,0.55,0.76,0.31,0.82,0.35,5.2142857142857,0.86666666666667,,1,1,0.8,,,0.93939393939394,,,,0.74703703703704
308662,1672152156,52.59,18.109,91_439,463745,"HTC Evo",smartphone,Evo,android-6.0.0_r2,0.39,0.87,0.77,0.84,0.55,0.59,0.89,5.7285714285714,0.8,,1,1,1,,,,,,,0.74222222222222
308661,1662716544,50.11,18.634,94_418,463744,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-7.0.0_r10,0.77,0.59,0.71,0.49,0.8,0.74,0.34,5.8571428571429,0.73333333333333,,1,0,0.066666666666667,,,0.18181818181818,,,,0.72462962962963
308660,1663204554,49.8,18.636,94_415,463742,"Samsung Galaxy Note 7",smartphone,"Galaxy Note 7",android-7.0.0_r32,0.45,0.37,0.55,0.44,0.38,0.65,0.64,4.0571428571429,0.93333333333333,,1,1,1,,,,,,,0.72685185185185
308660,1663204554,49.8,18.636,94_415,463743,"Cisco RV215W-E-K9-G5",router,RV215W-E-K9-G5,,0.31,0.4,0.64,0.37,0.62,0.46,0.73,4,1,,1,1,1,,,,,,,0.75222222222222
308659,1664509868,50.51,19.865,100_421,463740,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-5.0.3_r32,0.49,0.36,0.79,0.53,0.37,0.37,0.52,4.1571428571429,0.8,,1,1,1,,,,,,,0.77777777777778
308659,1664509868,50.51,19.865,100_421,463741,"WD My Cloud Home",storage,"My Cloud Home",,0.85,0.72,0.37,0.35,0.69,0.84,0.67,5.4571428571429,1,,0.66666666666667,1,1,,,,,,,0.88314814814815
308658,1674169183,51.94,21.423,108_433,463739,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-6.3.0_r37,0.78,0.45,0.46,0.82,0.86,0.74,0.82,5.8714285714286,1,,1,0,0.8,,,,,,,0.83444444444444
308657,1649552932,54.82,21.775,109_457,463737,"Razer Phone 2",smartphone,"Phone 2",android-7.0.8_r4,0.37,0.35,0.45,0.63,0.68,0.64,0.65,4.4571428571429,0.86666666666667,,1,1,1,,,,,,,0.73259259259259
308657,1649552932,54.82,21.775,109_457,463738,"generic ",router,,,0.49,0.59,0.48,0.62,0.44,0.64,0.7,4.6571428571429,1,,1,1,1,,,,,,,0.78555555555556
308656,1669530465,49.33,18.973,95_412,463736,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-8.0.0_r34,0.46,0.86,0.37,0.48,0.73,0.31,0.4,4.5857142857143,0.86666666666667,,1,0.77777777777778,0.6,,,0.60606060606061,,,,0.73703703703704
308655,1656628363,53.37,17.846,90_445,463733,"Samsung Galaxy S10 Plus",smartphone,"Galaxy S10 Plus",android-10.3.0_r19,0.61,0.63,0.62,0.45,0.89,0.38,0.65,5.1142857142857,0.73333333333333,,1,0.77777777777778,0.86666666666667,,,1,,,,0.69351851851852
308655,1656628363,53.37,17.846,90_445,463735,"generic ",band,,,0.51,0.62,0.59,0.34,0.66,0.53,0.83,4.6428571428571,1,,0.2,0.88888888888889,0.93333333333333,,,1,,,,0.72092592592593
308654,1659379903,51.94,18.545,93_433,463732,"LG G6",smartphone,G6,android-8.0.18_r32,0.52,0.65,0.48,0.88,0.32,0.35,0.64,4.5714285714286,0.86666666666667,,1,1,0.93333333333333,,,1,,,,0.73592592592593
308654,1659379903,51.94,18.545,93_433,463734,"Apple iPhone 8",smartphone,"iPhone 8",android-11.3.0_r8,0.61,0.37,0.88,0.82,0.77,0.87,0.85,6.1714285714286,0.73333333333333,,0.93333333333333,1,0.93333333333333,,,,,,,0.70944444444444
308653,1654227177,53.84,16.764,84_449,463729,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-9.0.0_r37,0.5,0.85,0.7,0.57,0.67,0.41,0.66,5.2857142857143,0.86666666666667,,1,1,1,,,1,,,,0.75148148148148
308653,1654227177,53.84,16.764,84_449,463731,"generic ",klimatyzator,,,0.33,0.83,0.62,0.36,0.45,0.31,0.73,4.1428571428571,1,,0.6,1,1,,,,,,,0.74444444444444
308652,1660876596,50.25,19.011,96_419,463728,"Motorola G5S",smartphone,G5S,android-6.0.0_r18,0.49,0.86,0.71,0.35,0.86,0.83,0.54,5.8571428571429,0.86666666666667,,1,0,0.4,,,,,,,0.76592592592593
308652,1660876596,50.25,19.011,96_419,463730,,,,,0.86,0.82,0.47,0.64,0.81,0.52,0.7,5.8857142857143,1,,1,0.66666666666667,0.53333333333333,,,,,,,0.84
308651,1669769373,51.06,19.224,97_426,463725,"HTC U Ultra",smartphone,"U Ultra",android-8.0.6_r35,0.58,0.87,0.87,0.71,0.57,0.35,0.38,5.6428571428571,1,,1,0.77777777777778,0.53333333333333,,,0.75757575757576,,,,0.92777777777778
308651,1669769373,51.06,19.224,97_426,463727,"generic ",smart,,,0.39,0.88,0.57,0.42,0.67,0.42,0.54,4.7857142857143,1,,0,0,1,,,,,,,0.83277777777778
308650,1659695292,52.13,18.81,95_435,463724,"Blackberry Aurora",smartphone,Aurora,android-5.0.0_r2,0.48,0.52,0.51,0.84,0.8,0.7,0.66,5.5,0.8,,1,1,1,,,,,,,0.72944444444444
308650,1659695292,52.13,18.81,95_435,463726,"generic ",watch,,,0.46,0.36,0.52,0.5,0.57,0.77,0.67,4.5428571428571,1,,0.4,1,1,,,,,,,0.75074074074074
308649,1667122573,54.86,18.701,94_458,463721,"Motorola G5S",smartphone,G5S,android-8.0.0_r9,0.46,0.59,0.63,0.33,0.82,0.62,0.35,4.9285714285714,0.93333333333333,,1,0.88888888888889,0.86666666666667,,,,,,,0.76518518518519
308649,1667122573,54.86,18.701,94_458,463723,"generic ",ap,,,0.54,0.82,0.7,0.76,0.75,0.54,0.56,5.8714285714286,1,,0.73333333333333,0.77777777777778,0.86666666666667,,,1,,,,0.8212962962963
308648,1669454105,49.88,19.438,98_416,463720,"Nokia 3",smartphone,3,android-7.0.0_r27,0.6,0.85,0.65,0.72,0.88,0.41,0.81,5.8714285714286,0.8,,1,1,1,,,,,,,0.74222222222222
308648,1669454105,49.88,19.438,98_416,463722,"generic ",konsola,,,0.59,0.88,0.33,0.42,0.33,0.63,0.4,4.5428571428571,1,,1,1,1,,,1,,,,0.785
308647,1674653090,50.58,23.941,120_422,463717,"Blackberry Aurora",smartphone,Aurora,android-4.0.4_r27,0.5,0.5,0.88,0.55,0.82,0.34,0.73,5.1285714285714,0.8,,1,0.22222222222222,1,,,0.96969696969697,,,,0.72555555555556
308647,1674653090,50.58,23.941,120_422,463719,"Clatronic Cl3750",klimatyzator,Cl3750,,0.39,0.4,0.79,0.44,0.8,0.69,0.67,5.0142857142857,1,,1,0.77777777777778,0.73333333333333,,,0.96969696969697,,,,0.79611111111111
308646,1656150676,49.54,19.264,97_413,463716,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-11.0.0_r13,0.65,0.5,0.67,0.45,0.6,0.86,0.59,5.3285714285714,0.93333333333333,,1,1,1,,,1,,,,0.78518518518519
308646,1656150676,49.54,19.264,97_413,463718,"generic ",router,,,0.3,0.3,0.6,0.43,0.72,0.52,0.78,4.1,1,,1,1,1,,,,,,,0.76055555555556
308645,1652586105,49.91,23.874,120_416,463715,"Motorola G5S",smartphone,G5S,android-7.0.0_r20,0.84,0.88,0.59,0.62,0.88,0.74,0.84,6.5,0.86666666666667,,1,1,1,,,,,,,0.79981481481481
308644,1653358041,49.12,16.795,84_410,463714,"Motorola G5S",smartphone,G5S,android-11.0.0_r15,0.68,0.82,0.55,0.55,0.32,0.5,0.84,4.8857142857143,0.93333333333333,,1,1,1,,,,,,,1
308643,1672671612,49.99,21.313,107_417,463712,"Samsung Galaxy S10 Plus",smartphone,"Galaxy S10 Plus",android-4.0.19_r27,0.61,0.31,0.83,0.47,0.89,0.44,0.54,5.0714285714286,0.73333333333333,,1,0.66666666666667,0.73333333333333,,,,,,,0.6912962962963
308643,1672671612,49.99,21.313,107_417,463713,"generic ",band,,,0.72,0.64,0.77,0.65,0.82,0.47,0.63,5.8142857142857,1,,0.13333333333333,0.88888888888889,1,,,,,,,0.78240740740741
308642,1649519569,51,15.959,80_425,463710,"Huawei P40",smartphone,P40,android-7.0.0_r29,0.65,0.44,0.63,0.8,0.33,0.56,0.64,4.8714285714286,0.86666666666667,,1,1,1,,,,,,,0.73314814814815
308642,1649519569,51,15.959,80_425,463711,"generic router",router,router,,0.78,0.43,0.88,0.49,0.39,0.45,0.6,4.8857142857143,1,,0.6,1,1,,,,,,,0.77611111111111
308641,1664843168,50.52,15.558,78_422,463709,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-7.0.0_r37,0.64,0.32,0.48,0.31,0.42,0.76,0.57,4.1857142857143,1,,1,0.88888888888889,0.86666666666667,,,0.93939393939394,,,,0.75666666666667
308640,1675218489,53.84,15.443,78_449,463708,"Sony Xperia 5 III",smartphone,"Xperia 5 III",android-11.1.0_r30,0.45,0.81,0.58,0.48,0.88,0.65,0.54,5.5,0.93333333333333,,1,1,1,,,,,,,0.77740740740741
308639,1648063537,51.35,23.034,116_428,463707,"Lenovo Legion Duel 2",smartphone,"Legion Duel 2",android-7.0.0_r30,0.83,0.42,0.37,0.32,0.56,0.41,0.39,4.1571428571429,1,,1,1,1,,,,,,,0.76444444444444
308638,1647680604,52.89,17.765,89_441,463706,"HTC U Ultra",smartphone,"U Ultra",android-9.0.0_r27,0.32,0.38,0.58,0.42,0.68,0.7,0.84,4.4,0.73333333333333,,1,0.88888888888889,0.6,,,,,,,0.65851851851852
308637,1671361644,51.86,21.583,108_433,463705,"LG V40 ThinQ",smartphone,"V40 ThinQ",android-6.0.0_r4,0.82,0.55,0.85,0.67,0.56,0.75,0.81,6,0.73333333333333,,1,1,1,,,1,,,,0.73518518518519
308636,1647799165,49.79,18.394,92_415,463703,"Samsung Galaxy S21 5G",smartphone,"Galaxy S21 5G",android-4.0.0_r12,0.45,0.57,0.32,0.47,0.32,0.65,0.38,3.9714285714286,1,,1,1,1,,,,,,,0.75611111111111
308636,1647799165,49.79,18.394,92_415,463704,"Dell N1548P",switch,N1548P,,0.4,0.57,0.51,0.42,0.78,0.34,0.51,4.3142857142857,1,,1,1,1,,,,,,,0.77166666666667
308635,1658411115,49.18,22.858,115_410,463701,"Nokia 3",smartphone,3,android-4.2.0_r20,0.3,0.52,0.39,0.7,0.34,0.55,0.67,4,0.86666666666667,,1,1,1,,,,,,,0.6937037037037
308635,1658411115,49.18,22.858,115_410,463702,"generic ",drukarka,,,0.36,0.38,0.43,0.82,0.8,0.85,0.64,5.2,1,,1,1,1,,,,,,,0.77759259259259
308634,1657060976,51.22,23.858,120_427,463699,"Motorola Z2 Play",smartphone,"Z2 Play",android-10.0.0_r32,0.3,0.43,0.3,0.41,0.3,0.47,0.41,3.1571428571429,0.93333333333333,,1,1,1,,,,,,,0.69796296296296
308634,1657060976,51.22,23.858,120_427,463700,"Dell Latitude",PC,Latitude,Ubuntu,0.89,0.8,0.39,0.36,0.37,0.38,0.63,4.5571428571429,1,,1,1,1,,,,,,,0.78
308633,1675526306,52.44,14.558,73_437,463697,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-7.0.0_r13,0.71,0.63,0.54,0.58,0.33,0.67,0.39,4.9428571428571,0.8,,1,0.88888888888889,1,,,,,,,0.70833333333333
308633,1675526306,52.44,14.558,73_437,463698,"generic ",kamera,,,0.84,0.85,0.88,0.77,0.82,0.58,0.7,6.7714285714286,1,,0.66666666666667,0.88888888888889,1,,,,,,,0.83537037037037
308632,1648254752,51.62,18.098,91_431,463695,"Samsung Galaxy S9",smartphone,"Galaxy S9",android-4.0.0_r17,0.78,0.69,0.6,0.82,0.71,0.6,0.83,6,0.86666666666667,,1,0.88888888888889,1,,,,,,,0.79148148148148
308632,1648254752,51.62,18.098,91_431,463696,"Apple iPhone 12 Pro Max",smartphone,"iPhone 12 Pro Max",android-6.0.0_r32,0.38,0.73,0.67,0.79,0.44,0.5,0.38,5.0142857142857,0.86666666666667,,0.93333333333333,0.88888888888889,0.93333333333333,,,,,,,0.74277777777778
308631,1661610559,51.18,23.423,118_427,463693,"Blackberry Aurora",smartphone,Aurora,android-10.2.3_r16,0.79,0.75,0.59,0.3,0.6,0.61,0.61,5.2,0.93333333333333,,1,1,1,,,,,,,0.77685185185185
308631,1661610559,51.18,23.423,118_427,463694,,,,,0.5,0.62,0.71,0.89,0.73,0.85,0.76,6.1428571428571,1,,1,1,1,,,,,,,0.84944444444444
308630,1665621608,49.53,15.767,79_413,463691,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-7.2.0_r8,0.83,0.49,0.32,0.67,0.57,0.57,0.6,4.9285714285714,1,,1,0,0.33333333333333,,,0.84848484848485,,,,0.78166666666667
308630,1665621608,49.53,15.767,79_413,463692,"generic ",band,,,0.33,0.41,0.86,0.51,0.77,0.55,0.51,4.9,1,,0,0.55555555555556,0.26666666666667,,,,,,,0.73166666666667
308629,1674432990,53.4,19.641,99_445,463690,"Lenovo K8",smartphone,K8,android-5.0.0_r29,0.61,0.37,0.46,0.87,0.61,0.8,0.54,5.3142857142857,0.73333333333333,,1,1,1,,,,,,,0.71240740740741
308628,1648945534,52.21,20.971,105_436,463689,"HTC U Ultra",smartphone,"U Ultra",android-8.0.0_r34,0.66,0.31,0.57,0.74,0.78,0.35,0.44,4.8714285714286,1,,1,0.66666666666667,1,,,,,,,0.79722222222222
308627,1668363007,50.44,15.403,78_421,463687,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-4.0.0_r6,0.8,0.34,0.43,0.44,0.76,0.71,0.75,4.9714285714286,0.73333333333333,,1,1,1,,,1,,,,0.6812962962963
308627,1668363007,50.44,15.403,78_421,463688,"TP-Link TD-W8961ND",router,TD-W8961ND,,0.58,0.4,0.38,0.58,0.89,0.58,0.54,4.8714285714286,1,,1,1,1,,,1,,,,0.78444444444444
308626,1659739064,50.65,15.69,79_423,463685,"Razer Phone 2",smartphone,"Phone 2",android-5.0.0_r39,0.32,0.88,0.61,0.82,0.33,0.82,0.87,5.4,0.86666666666667,,1,0,0.066666666666667,,,,,,,0.76425925925926
308626,1659739064,50.65,15.69,79_423,463686,"Honeywell HJ12CESVWK",klimatyzator,HJ12CESVWK,,0.57,0.52,0.65,0.86,0.69,0.53,0.41,5.4571428571429,1,,0.53333333333333,1,0.4,,,,,,,0.78851851851852
308625,1662518967,52.76,14.237,72_440,463684,"Samsung Galaxy S9",smartphone,"Galaxy S9",android-4.0.0_r16,0.62,0.46,0.45,0.47,0.74,0.89,0.83,5.1857142857143,0.8,,1,0,0.6,,,,,,,0.72333333333333
308624,1675617419,49.99,15.153,76_417,463683,"Huawei P40",smartphone,P40,android-11.0.0_r5,0.65,0.46,0.78,0.8,0.32,0.46,0.3,4.9571428571429,0.93333333333333,,1,0.66666666666667,0.93333333333333,,,,,,,0.7662962962963
308623,1673554356,52.14,21.621,109_435,463681,"LG Q8",smartphone,Q8,android-10.0.0_r6,0.46,0.85,0.64,0.31,0.71,0.59,0.6,5.0857142857143,0.73333333333333,,1,1,1,,,1,,,,0.69740740740741
308623,1673554356,52.14,21.621,109_435,463682,"generic ",watch,,,0.89,0.41,0.43,0.67,0.43,0.7,0.44,5.0428571428571,1,,1,1,1,,,,,,,0.80333333333333
308622,1668094892,49.31,23.873,120_411,463679,"LG Q8",smartphone,Q8,android-10.3.0_r1,0.8,0.69,0.79,0.46,0.63,0.36,0.69,5.3285714285714,1,,1,1,1,,,,,,,0.815
308621,1663326583,54.08,19.56,98_451,463678,"Samsung Galaxy S10 Plus",smartphone,"Galaxy S10 Plus",android-9.0.0_r4,0.74,0.58,0.7,0.43,0.55,0.5,0.51,5,1,,1,1,1,,,1,,,,0.79555555555556
308621,1663326583,54.08,19.56,98_451,463680,"generic ",storage,,,0.48,0.84,0.85,0.78,0.81,0.46,0.77,6.0285714285714,1,,0.6,1,1,,,,,,,0.80444444444444
308620,1658746014,51.9,15.944,80_433,463677,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-6.0.15_r15,0.45,0.59,0.78,0.3,0.52,0.88,0.34,5.0285714285714,0.93333333333333,,1,1,1,,,,,,,0.75907407407407
308619,1655079261,54.59,22.873,115_455,463676,"Motorola Moto G7",smartphone,"Moto G7",android-6.0.0_r6,0.87,0.44,0.69,0.49,0.39,0.47,0.85,4.7857142857143,0.93333333333333,,1,1,1,,,,,,,0.77018518518519
308618,1649631045,54.09,18.926,95_451,463673,"Blackberry Keyone",smartphone,Keyone,android-10.0.0_r39,0.62,0.33,0.66,0.52,0.89,0.86,0.71,5.5428571428571,0.73333333333333,,1,1,1,,,,,,,0.70574074074074
308618,1649631045,54.09,18.926,95_451,463675,"generic ",smartphone,,,0.81,0.31,0.65,0.57,0.83,0.67,0.87,5.4857142857143,1,,1,1,1,,,,,,,0.81555555555556
308617,1671117056,50.87,14.992,75_424,463672,"Blackberry Aurora",smartphone,Aurora,android-7.0.0_r13,0.3,0.86,0.7,0.75,0.45,0.67,0.63,5.3285714285714,1,,1,1,1,,,1,,,,0.81277777777778
308617,1671117056,50.87,14.992,75_424,463674,"generic ",band,,,0.85,0.43,0.52,0.68,0.64,0.72,0.81,5.4857142857143,1,,1,1,1,,,1,,,,0.80611111111111
308616,1648656919,54.42,18.822,95_454,463670,"Samsung Galaxy S21 5G",smartphone,"Galaxy S21 5G",android-10.0.0_r13,0.52,0.78,0.79,0.85,0.31,0.81,0.57,5.8,0.73333333333333,,1,1,1,,,,,,,0.7162962962963
308615,1656931965,51.16,20.478,103_427,463669,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-4.1.0_r13,0.64,0.56,0.68,0.81,0.87,0.45,0.43,5.7285714285714,0.8,,1,0.11111111111111,0.66666666666667,,,0.51515151515152,,,,0.75444444444444
308615,1656931965,51.16,20.478,103_427,463671,"generic ",router,,,0.85,0.68,0.7,0.56,0.35,0.75,0.3,5.5571428571429,1,,0.6,0,0.46666666666667,,,,,,,0.78666666666667
308614,1655638184,49.78,18.657,94_415,463667,"Xiaomi Mi 11 Pro",smartphone,"Mi 11 Pro",android-8.2.0_r20,0.62,0.3,0.49,0.56,0.3,0.54,0.66,4.0142857142857,0.86666666666667,,1,1,1,,,,,,,0.69759259259259
308614,1655638184,49.78,18.657,94_415,463668,"generic ",band,,,0.71,0.75,0.55,0.88,0.32,0.55,0.49,5.3714285714286,1,,0.66666666666667,1,1,,,,,,,0.79703703703704
308613,1666301003,50.93,21.493,108_425,463666,"Samsung Galaxy S9",smartphone,"Galaxy S9",android-7.0.0_r24,0.88,0.46,0.51,0.45,0.5,0.33,0.43,4.4714285714286,0.8,,1,1,1,,,,,,,0.69
308612,1652859183,49.1,18.18,91_410,463664,"Motorola G5S",smartphone,G5S,android-10.0.0_r5,0.47,0.67,0.76,0.3,0.64,0.31,0.62,4.5,0.93333333333333,,1,1,1,,,,,,,0.76018518518519
308612,1652859183,49.1,18.18,91_410,463665,"Netgear D6200",router,D6200,,0.6,0.47,0.46,0.54,0.63,0.66,0.44,4.8,1,,0.73333333333333,1,1,,,,,,,0.76574074074074
