geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment,score,score2
100_450,0.6162878787878787,0.579848484848485,0.5837878787878789,0.5101515151515149,0.9090909090909084,1,1
100_451,0.5840909090909091,0.6081168831168832,0.592012987012987,0.5148515769944342,0.9125541125541121,1,1
100_452,0.6015760869565218,0.6054347826086957,0.5834782608695652,0.5118555900621119,0.8981884057971014,1,1
100_453,0.6100970873786408,0.5872815533980583,0.5877669902912621,0.5110610263522888,0.9022653721682842,1,1
100_454,0.5970588235294118,0.5770588235294118,0.5895588235294117,0.5136134453781518,0.9049019607843131,1,1
100_455,0.6068181818181818,0.5,0.605909090909091,0.4883116883116878,0.9121212121212122,0,1
100_456,0.5439999999999999,0.484,0.674,0.50742857142857,0.893333333333332,1,1
101_408,0.636774193548387,0.6025806451612903,0.597741935483871,0.5161751152073722,0.8731182795698922,1,1
101_409,0.5977272727272728,0.5970454545454545,0.6229545454545454,0.5076948051948048,0.9083333333333329,1,1
101_410,0.6186549707602339,0.601812865497076,0.5977777777777777,0.518496240601504,0.9157894736842104,1,1
101_411,0.5918927444794952,0.6021135646687698,0.5994321766561514,0.5098062190175756,0.9072555205047313,1,1
101_412,0.6123618090452261,0.5961809045226131,0.5911557788944724,0.5154127781765971,0.9172529313232824,1,1
101_413,0.5880921052631579,0.5913815789473684,0.5807894736842105,0.5053477443609019,0.915350877192982,1,1
101_414,0.5816666666666667,0.5886666666666667,0.6042666666666666,0.5032857142857143,0.9053333333333324,1,1
101_415,0.5882062780269057,0.5985201793721973,0.600896860986547,0.5095579756566304,0.9034379671150968,1,1
101_416,0.5778571428571428,0.6024060150375941,0.6069172932330827,0.5104189044038666,0.9040100250626562,1,1
101_417,0.5920391061452513,0.596173184357542,0.5981005586592179,0.5067797286512372,0.8988826815642452,1,1
101_418,0.5627692307692308,0.5851999999999999,0.5952923076923077,0.5023604395604395,0.90051282051282,1,1
101_419,0.5976315789473684,0.581140350877193,0.5942982456140351,0.5100438596491229,0.9099415204678362,1,1
101_420,0.5806882591093118,0.5817408906882591,0.5931174089068826,0.5116888374783111,0.9136302294197026,1,1
101_421,0.5882038834951456,0.5874271844660195,0.5986893203883495,0.5082940360610262,0.9071197411003233,1,1
101_422,0.5979534883720931,0.6023720930232558,0.5964651162790698,0.504651162790698,0.8933333333333324,1,1
101_423,0.6264,0.597,0.5881333333333333,0.5169428571428569,0.9097777777777772,1,1
101_424,0.606,0.5912631578947368,0.6054736842105264,0.5048270676691725,0.9080701754385959,1,1
101_425,0.6258333333333334,0.6183333333333333,0.586875,0.5216071428571426,0.8847222222222221,1,1
101_426,0.624468085106383,0.5887234042553192,0.5682978723404255,0.5062006079027359,0.90354609929078,1,1
101_427,0.6040860215053764,0.6,0.584516129032258,0.5037173579109062,0.9154121863799279,1,1
101_428,0.5891803278688524,0.5724590163934427,0.6013114754098361,0.5053629976580792,0.9027322404371579,1,1
101_429,0.6238759689922481,0.5964341085271317,0.5718604651162791,0.5119047619047623,0.9116279069767436,1,1
101_430,0.5715789473684211,0.6144078947368421,0.5788815789473684,0.5082518796992482,0.8999999999999995,1,1
101_431,0.5998841698841699,0.6076447876447876,0.585984555984556,0.5078654164368449,0.9068211068211064,1,1
101_432,0.6058064516129033,0.5877060931899641,0.5937275985663083,0.508663594470046,0.9142174432497007,1,1
101_433,0.5990034364261169,0.6027491408934708,0.6018556701030928,0.5131762395679917,0.9044673539518896,1,1
101_434,0.5849308755760368,0.5873732718894009,0.5995852534562213,0.5099144173798551,0.9050691244239626,1,1
101_435,0.6251538461538462,0.615,0.5783846153846154,0.5160549450549451,0.902564102564102,1,1
101_436,0.6311811023622047,0.5844094488188977,0.6268503937007874,0.5158492688413947,0.9007874015748024,1,1
101_437,0.584203821656051,0.5965605095541401,0.6061783439490446,0.5124021838034578,0.9231422505307852,1,1
101_438,0.5847413793103449,0.5738793103448276,0.5908620689655173,0.5040640394088665,0.916666666666666,1,1
101_439,0.6277358490566037,0.5802830188679245,0.585566037735849,0.5125202156334236,0.8930817610062888,1,1
101_440,0.5935789473684211,0.5718947368421052,0.6041052631578947,0.5092330827067671,0.908070175438596,1,1
101_441,0.5967073170731707,0.5741463414634146,0.5480487804878048,0.49878048780487805,0.9024390243902434,0,1
101_442,0.6036538461538462,0.5746794871794872,0.6050641025641026,0.508690476190476,0.9051282051282045,1,1
101_443,0.5759782608695653,0.5769021739130435,0.6067934782608696,0.5051708074534165,0.9021739130434778,1,1
101_444,0.575204678362573,0.5851461988304094,0.5826315789473684,0.5007685881370089,0.9146198830409352,1,1
101_445,0.6012820512820513,0.5980952380952381,0.5874358974358974,0.5163160648874933,0.9054945054945049,1,1
101_446,0.5985,0.5741538461538461,0.587076923076923,0.5049945054945055,0.8958974358974352,1,1
101_447,0.5951968503937008,0.602755905511811,0.6032283464566929,0.512255343082115,0.908136482939632,1,1
101_448,0.6015909090909091,0.5840909090909091,0.5994090909090909,0.5106038961038962,0.9121212121212117,1,1
101_449,0.6036641221374046,0.6087022900763358,0.5783206106870229,0.5083642311886583,0.9063613231552157,1,1
101_450,0.5734586466165413,0.6049624060150376,0.608796992481203,0.5076047261009666,0.914786967418546,1,1
101_451,0.5790291262135923,0.564368932038835,0.578252427184466,0.5057697642163661,0.89967637540453,1,1
101_452,0.5928082191780821,0.5982876712328766,0.6143835616438357,0.5125929549902154,0.9114155251141547,1,1
101_453,0.6070484581497798,0.6069162995594715,0.5808370044052863,0.5137696664568914,0.914831130690161,1,1
101_454,0.5873780487804878,0.600609756097561,0.5779878048780488,0.5061411149825781,0.9016260162601621,1,1
101_455,0.5980000000000001,0.6086666666666666,0.5871666666666666,0.5187857142857145,0.9188888888888886,1,1
101_456,0.585,0.665,0.625,0.52714285714286,0.9833333333333325,1,1
102_408,0.5627272727272727,0.5724242424242424,0.5742424242424242,0.49744588744588697,0.9232323232323227,0,1
102_409,0.5865151515151515,0.5966666666666667,0.6116666666666666,0.5127922077922076,0.912121212121212,1,1
102_410,0.5818181818181818,0.5996753246753246,0.599935064935065,0.5093135435992581,0.9160173160173154,1,1
102_411,0.5971631205673759,0.5919858156028369,0.606063829787234,0.5100151975683891,0.8962174940898342,1,1
102_412,0.592061855670103,0.5975257731958763,0.5763917525773196,0.5104565537555232,0.8975945017182128,1,1
102_413,0.6034782608695652,0.5916908212560387,0.5881159420289854,0.5090062111801241,0.9011272141706919,1,1
102_414,0.5980821917808219,0.6013698630136985,0.6070319634703196,0.515968688845401,0.9022831050228305,1,1
102_415,0.602787610619469,0.5911946902654868,0.595353982300885,0.5123767383059421,0.9117994100294983,1,1
102_416,0.5876470588235295,0.5859663865546219,0.6078571428571428,0.5105522208883551,0.8985994397759098,1,1
102_417,0.5896417910447761,0.5974328358208956,0.5935522388059702,0.5068358208955226,0.90865671641791,1,1
102_418,0.617197640117994,0.6079941002949852,0.5797345132743363,0.5135482511588707,0.908161258603736,1,1
102_419,0.5801515151515151,0.5960984848484848,0.5818939393939394,0.5032629870129869,0.8944444444444439,1,1
102_420,0.5856542056074766,0.6020093457943926,0.593177570093458,0.5085046728971968,0.9037383177570089,1,1
102_421,0.6342553191489362,0.5742553191489361,0.5511702127659575,0.5134802431610939,0.8872340425531908,1,1
102_422,0.6142307692307692,0.6307692307692307,0.6141346153846153,0.5187637362637365,0.9134615384615378,1,1
102_423,0.5672,0.6132799999999999,0.5826399999999999,0.5073942857142858,0.9173333333333332,1,1
102_424,0.57875,0.5954166666666666,0.5823611111111111,0.5059722222222223,0.908333333333333,1,1
102_425,0.5903448275862069,0.5413793103448276,0.6327586206896553,0.5021182266009852,0.8781609195402293,1,1
102_426,0.6244,0.6114,0.6118,0.5248285714285716,0.922666666666666,1,1
102_427,0.6184848484848485,0.5792424242424242,0.5824242424242424,0.5093722943722944,0.8969696969696963,1,1
102_428,0.5933333333333334,0.6110752688172043,0.6173118279569892,0.5208141321044542,0.9146953405017918,1,1
102_429,0.6062142857142857,0.5917857142857142,0.5817142857142857,0.5023469387755102,0.9080952380952373,1,1
102_430,0.5972847682119206,0.5892052980132451,0.6277483443708609,0.5198770104068118,0.9037527593818981,1,1
102_431,0.5958152173913043,0.576195652173913,0.6010326086956522,0.5097360248447205,0.9050724637681157,1,1
102_432,0.5851339285714285,0.5967410714285714,0.5852232142857143,0.5055548469387755,0.9053571428571424,1,1
102_433,0.5967605633802817,0.6154460093896714,0.5935680751173709,0.5106438631790744,0.8982785602503908,1,1
102_434,0.6066451612903226,0.5816774193548387,0.5790967741935484,0.5085437788018433,0.9131182795698918,1,1
102_435,0.6015909090909091,0.621969696969697,0.5625757575757576,0.5112554112554113,0.9040404040404035,1,1
102_436,0.5884112149532711,0.6177570093457944,0.5787850467289719,0.5158344459279038,0.9046728971962611,1,1
102_437,0.5658904109589041,0.6117808219178081,0.6131506849315068,0.5087084148727988,0.8831050228310495,1,1
102_438,0.610952380952381,0.6216190476190476,0.5905714285714285,0.5119591836734696,0.8977777777777771,1,1
102_439,0.5905426356589147,0.58015503875969,0.5969767441860465,0.504950166112957,0.9069767441860459,1,1
102_440,0.6166666666666667,0.588,0.6036666666666667,0.5179761904761905,0.9133333333333328,1,1
102_441,0.6118750000000001,0.5920833333333334,0.64,0.5071726190476195,0.930555555555555,1,1
102_442,0.6089473684210527,0.5847368421052631,0.6702631578947368,0.5177819548872177,0.9105263157894737,1,1
102_443,0.6209375,0.60375,0.5946875,0.5037723214285712,0.9010416666666663,1,1
102_444,0.5693181818181818,0.5809090909090909,0.599469696969697,0.5002489177489179,0.8954545454545452,1,1
102_445,0.5882051282051283,0.5961538461538461,0.5866025641025642,0.5039468864468867,0.911538461538461,1,1
102_446,0.5969897959183674,0.5914285714285714,0.5782142857142857,0.510204081632653,0.9017006802721084,1,1
102_447,0.6036395759717315,0.5795406360424028,0.5859717314487632,0.511161029782938,0.9062426383981151,1,1
102_448,0.6022463768115942,0.5957608695652175,0.6181884057971014,0.5139182194616979,0.9033816425120769,1,1
102_449,0.5810648148148149,0.5872685185185185,0.582037037037037,0.5093716931216928,0.8956790123456785,1,1
102_450,0.6009954751131221,0.5718099547511313,0.5932579185520362,0.5051971557853914,0.9125188536953242,1,1
102_451,0.590701754385965,0.5996491228070175,0.6085964912280701,0.5162656641604007,0.9126705653021437,1,1
102_452,0.5919718309859155,0.6061971830985915,0.5908450704225352,0.5104124748490949,0.910798122065727,1,1
102_453,0.583265306122449,0.588469387755102,0.5977040816326531,0.5054518950437318,0.8986394557823124,1,1
102_454,0.5925943396226415,0.6276415094339622,0.6074999999999999,0.5183355795148247,0.8984276729559745,1,1
102_455,0.5906486486486486,0.6196756756756757,0.595135135135135,0.5176061776061777,0.9207207207207206,1,1
102_456,0.5959405940594059,0.5747524752475247,0.5714851485148514,0.4992079207920791,0.9082508250825075,0,1
102_457,0.5783333333333334,0.5946666666666667,0.5685,0.49628571428571466,0.9122222222222219,0,1
102_458,0.5576000000000001,0.5828,0.6416,0.5069714285714287,0.9093333333333323,1,1
102_459,0.5075000000000001,0.6275,0.6599999999999999,0.495714285714285,0.9166666666666675,0,1
103_408,0.5276190476190477,0.5485714285714286,0.6409523809523809,0.4959183673469386,0.9142857142857137,0,1
103_409,0.6031858407079645,0.581504424778761,0.5915044247787611,0.5049431099873576,0.8884955752212381,1,1
103_410,0.586030534351145,0.5820610687022901,0.5783969465648855,0.5070665212649944,0.9058524173027984,1,1
103_411,0.5736704119850187,0.592059925093633,0.5858801498127341,0.5087051899411451,0.9078651685393255,1,1
103_412,0.604909090909091,0.6015454545454546,0.5990454545454545,0.5117532467532468,0.9018181818181811,1,1
103_413,0.59255,0.5644,0.5865,0.5053000000000002,0.9143333333333328,1,1
103_414,0.6166829268292683,0.5821951219512195,0.5841951219512196,0.5151428571428571,0.8975609756097556,1,1
103_415,0.5934375,0.5983333333333333,0.5973958333333333,0.5103348214285713,0.9017361111111107,1,1
103_416,0.5910833333333334,0.5855416666666666,0.6069583333333333,0.5081726190476189,0.9086111111111106,1,1
103_417,0.6140112994350283,0.5971468926553672,0.586864406779661,0.5121711057304279,0.9043314500941616,1,1
103_418,0.5900796812749004,0.6036653386454184,0.6001593625498007,0.5127205463858855,0.9091633466135455,1,1
103_419,0.58575,0.597,0.5846785714285715,0.5056275510204082,0.8952380952380948,1,1
103_420,0.5959411764705882,0.6135882352941177,0.6006470588235294,0.5161512605042017,0.9176470588235287,1,1
103_421,0.5755714285714285,0.576,0.6017142857142856,0.503551020408163,0.8895238095238094,1,1
103_422,0.5841666666666667,0.5889285714285715,0.5894047619047619,0.507517006802721,0.9039682539682535,1,1
103_423,0.6025581395348837,0.5803488372093023,0.5901162790697675,0.5110631229235876,0.9062015503875963,1,1
103_424,0.5788059701492537,0.5682089552238806,0.5692537313432836,0.503901918976546,0.8955223880597011,1,1
103_425,0.5667857142857142,0.6233333333333333,0.598452380952381,0.5051530612244898,0.8999999999999992,1,1
103_426,0.5974999999999999,0.6132142857142857,0.5974999999999999,0.5094727891156469,0.9301587301587295,1,1
103_427,0.578,0.5690769230769231,0.6350769230769231,0.5078901098901102,0.8851282051282047,1,1
103_428,0.6046540880503145,0.5910062893081761,0.5781761006289308,0.50377358490566,0.9010482180293496,1,1
103_429,0.6075172413793104,0.6010344827586207,0.5741379310344827,0.5083152709359607,0.9029885057471259,1,1
103_430,0.5929807692307693,0.6142307692307692,0.5757692307692308,0.5196153846153847,0.8980769230769224,1,1
103_431,0.6128787878787879,0.5808333333333333,0.5966666666666667,0.5076839826839826,0.885858585858585,1,1
103_432,0.586043956043956,0.5974725274725274,0.5998351648351649,0.5134458398744111,0.8941391941391936,1,1
103_433,0.6067431192660551,0.5895871559633028,0.5941284403669725,0.5100262123197905,0.9033639143730882,1,1
103_434,0.6146783625730994,0.5893567251461989,0.5911111111111111,0.5113450292397659,0.9134502923976606,1,1
103_435,0.5543113772455089,0.5920958083832335,0.578502994011976,0.5029255774165953,0.9089820359281434,1,1
103_436,0.586030534351145,0.6146564885496183,0.5914503816793893,0.5145692475463466,0.897201017811704,1,1
103_437,0.5944897959183674,0.5978571428571429,0.591938775510204,0.5195626822157433,0.8999999999999996,1,1
103_438,0.5983333333333334,0.5952222222222222,0.594,0.50915873015873,0.9066666666666662,1,1
103_439,0.5642222222222222,0.6002222222222222,0.5906666666666667,0.5055238095238092,0.9229629629629624,1,1
103_440,0.6086363636363636,0.6045454545454546,0.5468181818181818,0.5081168831168827,0.9030303030303027,1,1
103_441,0.5531818181818182,0.6372727272727272,0.6213636363636363,0.5233766233766246,0.8818181818181814,1,1
103_442,0.5642857142857143,0.6,0.6288095238095238,0.5229251700680267,0.9238095238095235,1,1
103_443,0.5890909090909091,0.636060606060606,0.5781818181818181,0.501255411255411,0.9010101010101003,1,1
103_444,0.6130645161290322,0.5991935483870967,0.5604838709677419,0.4953686635944705,0.911827956989247,0,1
103_445,0.5931818181818183,0.5857954545454546,0.5753409090909091,0.5043506493506492,0.9053030303030298,1,1
103_446,0.59765625,0.561328125,0.583984375,0.508325892857143,0.9067708333333331,1,1
103_447,0.609112426035503,0.5851479289940829,0.6017751479289941,0.5071513102282333,0.9120315581854039,1,1
103_448,0.6056666666666667,0.5793809523809524,0.6022380952380952,0.5118979591836735,0.9012698412698411,1,1
103_449,0.5888198757763975,0.5662111801242236,0.6118012422360248,0.5005590062111805,0.9109730848861278,1,1
103_450,0.5844324324324325,0.5878378378378378,0.6007567567567568,0.5084015444015447,0.9091891891891887,1,1
103_451,0.6046835443037976,0.580379746835443,0.5941772151898734,0.5060488245931283,0.9008438818565396,1,1
103_452,0.6139610389610389,0.5874025974025974,0.6090909090909091,0.5146660482374769,0.8913419913419909,1,1
103_453,0.5977777777777779,0.600432098765432,0.5955555555555556,0.5079012345679015,0.904115226337448,1,1
103_454,0.5756223175965666,0.593862660944206,0.6017596566523605,0.5047578172900056,0.9015736766809723,1,1
103_455,0.6034134615384615,0.5864903846153846,0.6053846153846154,0.5090109890109891,0.8987179487179481,1,1
103_456,0.5935655737704919,0.589344262295082,0.602172131147541,0.507997658079625,0.901092896174863,1,1
103_457,0.5758723404255319,0.5887234042553191,0.6000425531914894,0.5091732522796351,0.9063829787234039,1,1
103_458,0.6057246376811595,0.5971014492753624,0.6039130434782609,0.5213664596273295,0.8990338164251206,1,1
103_459,0.6205882352941177,0.5988235294117646,0.6076470588235294,0.5098039215686272,0.9150326797385616,1,1
103_460,0.5942857142857143,0.5821428571428572,0.5685714285714286,0.5081632653061222,0.9380952380952378,1,1
104_408,0.5786046511627907,0.6120930232558139,0.5986046511627907,0.5114950166112956,0.9007751937984488,1,1
104_409,0.5878688524590164,0.5812295081967213,0.6044262295081967,0.5093559718969559,0.9147540983606555,1,1
104_410,0.5949044585987262,0.5840127388535031,0.6112738853503185,0.5140582347588714,0.9116772823779189,1,1
104_411,0.6008230452674898,0.5953086419753086,0.582798353909465,0.5075073486184599,0.9050754458161862,1,1
104_412,0.5959728506787331,0.596606334841629,0.5842081447963802,0.5076858435681967,0.8962292609351428,1,1
104_413,0.6062962962962963,0.5990277777777777,0.5838888888888889,0.5135978835978835,0.9040123456790118,1,1
104_414,0.6079729729729729,0.6125225225225225,0.6122072072072072,0.5118790218790219,0.9051051051051046,1,1
104_415,0.5773885350318472,0.6017834394904459,0.5845859872611465,0.49886260236578733,0.9065817409766448,0,1
104_416,0.6112921348314607,0.5752247191011236,0.5957865168539326,0.5090048154093099,0.9022471910112356,1,1
104_417,0.5893243243243244,0.5900450450450451,0.6028378378378378,0.5054761904761906,0.9075075075075069,1,1
104_418,0.6251102941176471,0.5814338235294118,0.5964705882352942,0.5154149159663864,0.900245098039215,1,1
104_419,0.5995652173913044,0.5953804347826087,0.6039673913043478,0.5095108695652174,0.9086956521739126,1,1
104_420,0.5971962616822429,0.5897196261682243,0.5886915887850468,0.5094125500667553,0.8990654205607475,1,1
104_421,0.5942857142857142,0.5765873015873016,0.6077777777777778,0.5095124716553289,0.9042328042328038,1,1
104_422,0.5744036697247706,0.5677981651376147,0.6168807339449541,0.5125557011795543,0.9003058103975532,1,1
104_423,0.5292753623188406,0.6342028985507246,0.5681159420289855,0.49966873706004133,0.9149758454106277,0,1
104_424,0.6079411764705882,0.6167647058823529,0.6029411764705882,0.51813025210084,0.9264705882352935,1,1
104_425,0.5806796116504854,0.5820388349514564,0.6064077669902913,0.5049791955617201,0.9119741100323618,1,1
104_426,0.6078947368421053,0.619578947368421,0.5927368421052632,0.515203007518797,0.9185964912280699,1,1
104_427,0.5999107142857143,0.6075892857142857,0.5801785714285714,0.5170408163265307,0.9071428571428567,1,1
104_428,0.6043065693430657,0.5768613138686132,0.6066423357664233,0.5074244004171009,0.9075425790754253,1,1
104_429,0.594344827586207,0.5895172413793104,0.5938620689655172,0.5063940886699505,0.8878160919540227,1,1
104_430,0.6055944055944056,0.6004895104895105,0.5775524475524476,0.5119380619380623,0.907226107226107,1,1
104_431,0.5702684563758389,0.6030201342281879,0.5887248322147651,0.5087344199424736,0.9136465324384785,1,1
104_432,0.6186928104575163,0.5930065359477125,0.6016339869281045,0.5154248366013076,0.8849673202614374,1,1
104_433,0.5821105527638191,0.6141708542713568,0.6095979899497488,0.5120172290021533,0.89715242881072,1,1
104_434,0.6026640926640927,0.5962548262548263,0.5997683397683398,0.5100275785990068,0.9111969111969109,1,1
104_435,0.6091428571428571,0.5729142857142857,0.5750285714285714,0.505085714285714,0.9078095238095234,1,1
104_436,0.6152348993288591,0.5730201342281879,0.5827516778523489,0.5130680728667304,0.9230425055928407,1,1
104_437,0.5726890756302522,0.6057142857142856,0.5932773109243697,0.511596638655462,0.9170868347338932,1,1
104_438,0.5880851063829787,0.5925531914893617,0.6206382978723404,0.5153951367781153,0.9099290780141839,1,1
104_439,0.6078313253012049,0.5857831325301205,0.5586746987951807,0.5041996557659207,0.9052208835341364,1,1
104_440,0.5608450704225352,0.6112676056338028,0.5830985915492958,0.5102414486921529,0.8967136150234738,1,1
104_441,0.6052000000000001,0.5976,0.5928,0.5064571428571428,0.9039999999999996,1,1
104_442,0.6182142857142857,0.6382142857142857,0.6207142857142857,0.5214285714285721,0.8976190476190474,1,1
104_443,0.6078571428571429,0.5978571428571428,0.6364285714285715,0.5109183673469386,0.9095238095238086,1,1
104_444,0.624313725490196,0.5711764705882353,0.558235294117647,0.5024649859943977,0.9137254901960786,1,1
104_445,0.5848275862068966,0.6067816091954022,0.5605747126436782,0.5106075533661745,0.9203065134099613,1,1
104_446,0.5690510948905109,0.5794890510948905,0.6042335766423358,0.5014077163712202,0.9017031630170315,1,1
104_447,0.5877272727272727,0.6084297520661157,0.5956611570247934,0.5123671782762691,0.9118457300275477,1,1
104_448,0.6173333333333333,0.6122051282051282,0.6009743589743589,0.5168498168498168,0.9128205128205124,1,1
104_449,0.591448275862069,0.5913103448275862,0.5828965517241379,0.5054975369458131,0.9057471264367812,1,1
104_450,0.6086725663716814,0.595575221238938,0.5561946902654867,0.5039696586599245,0.8908554572271378,1,1
104_451,0.5949579831932773,0.5870588235294117,0.6117647058823529,0.5029291716686679,0.9025210084033609,1,1
104_452,0.6300740740740741,0.6012592592592593,0.5994074074074074,0.5206349206349211,0.9017283950617276,1,1
104_453,0.580843373493976,0.5819277108433735,0.5743975903614458,0.5017297762478485,0.9120481927710838,1,1
104_454,0.6120754716981132,0.6026415094339623,0.5846698113207547,0.5086051212938008,0.9006289308176096,1,1
104_455,0.6003883495145631,0.5930097087378641,0.6087378640776699,0.5069764216366158,0.9009708737864073,1,1
104_456,0.5893452380952381,0.5780059523809524,0.5982440476190476,0.5049617346938774,0.9079365079365076,1,1
104_457,0.587208480565371,0.5803886925795053,0.5901766784452297,0.5071176173649674,0.90153121319199,1,1
104_458,0.6062857142857142,0.5968571428571429,0.5940634920634921,0.514353741496599,0.9064550264550258,1,1
104_459,0.6008888888888889,0.5815555555555556,0.5944444444444444,0.50973544973545,0.9091358024691356,1,1
104_460,0.58,0.609622641509434,0.5890566037735849,0.5081132075471696,0.9106918238993708,1,1
104_461,0.49,0.43,0.35,0.38857142857143,0.73333333333333,0,1
105_408,0.5276923076923077,0.5376923076923077,0.6673076923076924,0.5116483516483515,0.897435897435897,1,1
105_409,0.5952577319587629,0.581958762886598,0.5740206185567011,0.5133578792341679,0.9065292096219925,1,1
105_410,0.6204615384615384,0.5496923076923076,0.5925384615384616,0.5065824175824177,0.9087179487179481,1,1
105_411,0.5897090909090908,0.5994909090909092,0.5676727272727272,0.5040415584415584,0.8962424242424237,1,1
105_412,0.5784236453201971,0.5695566502463054,0.6051724137931034,0.5077199155524279,0.9044334975369454,1,1
105_413,0.5880645161290323,0.5870322580645161,0.5830967741935483,0.5077142857142858,0.8933333333333326,1,1
105_414,0.5931000000000001,0.60015,0.58645,0.5126214285714287,0.9129999999999994,1,1
105_415,0.5854237288135593,0.5844632768361582,0.6046892655367232,0.5079661016949152,0.8960451977401125,1,1
105_416,0.5745751633986927,0.631437908496732,0.6222875816993464,0.5194117647058824,0.9063180827886705,1,1
105_417,0.5914666666666667,0.6014222222222222,0.5851111111111111,0.5083174603174602,0.9048888888888885,1,1
105_418,0.6055151515151515,0.5947272727272727,0.5956969696969697,0.5110995670995672,0.8965656565656562,1,1
