scan_id,created_at,latitude,longitude,geopixel,scanned_device_id,name,type,model,os_version,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,osi_model_layer4_security_posture_assessment,osi_model_layer5_security_posture_assessment,osi_model_layer6_security_posture_assessment,osi_model_layer7_security_posture_assessment,cve_css_total_score,os_os_security_assessment,os_mta_security_assessment,os_web_server_security_assessment,gdpr_processing_probability,gdpr_profiling_probability,ec_council_attack_phase_detected_reconnaissance,ec_council_attack_phase_detected_scanning,ia_confidentiality_assessment,ia_authenticity_assessment,ia_integrity_assessment,ia_availability_assessment,device_total_security_score
437866,1699096107,54.48,20.962,105_454,1359833,"Motorola Moto G7",smartphone,"Moto G7",android-10.0.0_r23,0.59,0.37,0.75,0.37,0.6,0.41,0.39,4.4142857142857,0.8,,1,1,1,,,,,,,0.69111111111111
437865,1695905455,53.88,13.959,70_450,1359831,"LG Q8",smartphone,Q8,android-4.0.4_r36,0.43,0.67,0.56,0.85,0.87,0.53,0.71,5.5857142857143,0.73333333333333,,1,0.66666666666667,0.86666666666667,,,,,,,0.71296296296296
437864,1695916548,52.43,22.031,111_437,1359830,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-7.1.0_r11,0.47,0.84,0.74,0.79,0.88,0.32,0.51,5.7714285714286,0.73333333333333,,1,1,1,,,,,,,0.71296296296296
437863,1696461315,50.47,16.512,83_421,1359828,"Lenovo K8",smartphone,K8,android-4.0.0_r30,0.64,0.4,0.79,0.58,0.41,0.35,0.63,4.5285714285714,1,,1,1,1,,,,,,,0.76777777777778
437863,1696461315,50.47,16.512,83_421,1359829,"Asus RT-AX55",router,RT-AX55,,0.51,0.66,0.63,0.39,0.47,0.34,0.42,4.2857142857143,1,,0.33333333333333,1,1,,,,,,,0.73185185185185
437862,1696007483,49.02,18.904,95_409,1359827,"Samsung Galaxy S10 Plus",smartphone,"Galaxy S10 Plus",android-11.0.0_r31,0.5,0.53,0.68,0.69,0.43,0.37,0.48,4.5714285714286,0.8,,1,0.11111111111111,0.66666666666667,,,0.96969696969697,,,,0.69388888888889
437861,1696408342,49.95,21.393,107_417,1359826,"Sony Xperia 5 III",smartphone,"Xperia 5 III",android-5.0.0_r20,0.43,0.82,0.49,0.78,0.45,0.66,0.84,5.1857142857143,0.73333333333333,,1,1,1,,,1,,,,0.69018518518519
437860,1696732069,49.32,23.277,117_411,1359824,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-6.0.0_r5,0.6,0.53,0.32,0.69,0.45,0.49,0.66,4.4,0.86666666666667,,1,1,1,,,,,,,0.71981481481481
437860,1696732069,49.32,23.277,117_411,1359825,generic,PC,,Debian,0.79,0.62,0.53,0.45,0.33,0.62,0.36,4.7714285714286,1,,0.8,1,1,,,1,,,,0.76944444444444
437859,1695446191,54.35,20.986,105_453,1359823,"Lenovo Legion Duel 2",smartphone,"Legion Duel 2",android-8.1.0_r24,0.89,0.37,0.54,0.46,0.79,0.83,0.57,5.5428571428571,0.93333333333333,,1,1,0.53333333333333,,,,,,,0.79851851851852
437858,1695663886,49.12,18.477,93_410,1359821,"Nokia 3",smartphone,3,android-4.0.2_r28,0.79,0.38,0.69,0.32,0.5,0.88,0.41,5.0857142857143,1,,1,1,0,,,0.57575757575758,,,,0.79555555555556
437858,1695663886,49.12,18.477,93_410,1359822,,,,,0.45,0.89,0.3,0.32,0.75,0.66,0.77,4.8142857142857,1,,1,1,0.066666666666667,,,,,,,0.79277777777778
437857,1697393620,52.38,20.943,105_437,1359820,"Blackberry Keyone",smartphone,Keyone,android-6.0.0_r18,0.66,0.53,0.35,0.82,0.84,0.71,0.41,5.5857142857143,1,,1,0,0.26666666666667,,,0.48484848484848,,,,0.81333333333333
437856,1699004058,53.46,14.621,74_446,1359819,"Xiaomi Mi 11 Pro",smartphone,"Mi 11 Pro",android-6.1.0_r25,0.46,0.83,0.52,0.37,0.46,0.53,0.66,4.5285714285714,0.93333333333333,,1,0,0.73333333333333,,,,,,,0.75074074074074
437855,1697462615,54.73,20.847,105_457,1359817,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-4.0.0_r10,0.83,0.57,0.5,0.85,0.5,0.89,0.39,5.9142857142857,0.73333333333333,,1,1,1,,,,,,,0.72685185185185
437855,1697462615,54.73,20.847,105_457,1359818,"Asus RT-AX55",router,RT-AX55,,0.58,0.78,0.45,0.48,0.87,0.45,0.82,5.1571428571429,1,,0.8,1,1,,,,,,,0.78
437854,1697671156,49.64,20.2,101_414,1359815,"Nokia 5",smartphone,5,android-8.0.0_r4,0.47,0.59,0.35,0.7,0.61,0.61,0.3,4.7571428571429,0.73333333333333,,1,1,1,,,,,,,0.67240740740741
437854,1697671156,49.64,20.2,101_414,1359816,,,,,0.62,0.67,0.83,0.63,0.39,0.44,0.3,5.1142857142857,1,,1,1,1,,,,,,,0.80611111111111
437853,1695693362,52.51,16.827,85_438,1359814,"Samsung Galaxy S9",smartphone,"Galaxy S9",android-4.0.0_r5,0.35,0.66,0.77,0.66,0.67,0.63,0.35,5.3428571428571,0.93333333333333,,1,1,1,,,,,,,0.77740740740741
437852,1696387498,52.48,17.595,88_438,1359812,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-5.0.0_r27,0.76,0.73,0.38,0.68,0.6,0.88,0.5,5.7571428571429,1,,1,1,1,,,,,,,0.81888888888889
437852,1696387498,52.48,17.595,88_438,1359813,"Brother DCP-T425W",drukarka,DCP-T425W,,0.51,0.75,0.75,0.58,0.41,0.36,0.42,4.8,1,,0.86666666666667,1,1,,,,,,,0.76648148148148
437851,1698835105,49.65,17.528,88_414,1359810,"LG Q8",smartphone,Q8,android-9.0.17_r8,0.88,0.79,0.39,0.72,0.42,0.6,0.53,5.4285714285714,1,,1,0.66666666666667,0.73333333333333,,,,,,,0.80111111111111
437851,1698835105,49.65,17.528,88_414,1359811,Lenovo,PC,,10,0.68,0.47,0.69,0.55,0.46,0.42,0.81,4.6714285714286,1,,0.73333333333333,0.66666666666667,0.53333333333333,,,,,,,0.77240740740741
437850,1698088761,51.3,23.941,120_428,1359809,"HTC Evo",smartphone,Evo,android-8.0.0_r0,0.52,0.38,0.56,0.71,0.32,0.34,0.38,4.0428571428571,0.8,,1,1,1,,,1,,,,0.66944444444444
437849,1695442109,55.08,14.88,75_459,1359808,"vivo X60 Pro",smartphone,"X60 Pro",android-9.2.0_r11,0.32,0.35,0.62,0.54,0.84,0.31,0.72,4.2571428571429,0.86666666666667,,1,0.77777777777778,0.8,,,,,,,0.70703703703704
437848,1699347779,50.13,14.768,74_418,1359807,"vivo X60 Pro",smartphone,"X60 Pro",android-7.0.0_r27,0.5,0.71,0.71,0.52,0.84,0.45,0.39,5.3285714285714,0.93333333333333,,1,1,1,,,1,,,,0.78851851851852
437847,1697651798,49.79,16.072,81_415,1359806,"HTC U11",smartphone,U11,android-6.3.14_r29,0.5,0.74,0.66,0.74,0.3,0.84,0.54,5.4,1,,1,1,1,,,,,,,0.81944444444444
437846,1697750764,50.04,17.963,90_417,1359805,"LG Q8",smartphone,Q8,android-5.3.18_r7,0.72,0.59,0.44,0.35,0.84,0.38,0.88,4.7428571428571,1,,1,1,1,,,,,,,0.77666666666667
437845,1696255141,49.79,16.785,84_415,1359804,"HTC Evo",smartphone,Evo,android-5.0.6_r29,0.57,0.66,0.83,0.65,0.67,0.83,0.34,6.0142857142857,0.86666666666667,,1,0.77777777777778,0.86666666666667,,,,,,,0.78981481481481
437844,1695987291,54.9,20.745,104_458,1359803,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-11.0.0_r14,0.45,0.78,0.79,0.84,0.51,0.31,0.64,5.2571428571429,1,,1,1,1,,,,,,,0.79555555555556
437843,1697854274,53.46,18.019,91_446,1359801,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-11.0.0_r24,0.33,0.47,0.37,0.55,0.83,0.42,0.35,4.2428571428571,0.8,,1,1,1,,,,,,,0.68111111111111
437843,1697854274,53.46,18.019,91_446,1359802,"Sony PlayStation 5",konsola,"PlayStation 5",,0.81,0.81,0.52,0.5,0.43,0.57,0.86,5.2,1,,0.33333333333333,1,1,,,,,,,0.75462962962963
437842,1698373579,50.36,23.205,117_420,1359800,"Nokia 3",smartphone,3,android-5.0.0_r29,0.38,0.79,0.71,0.5,0.46,0.85,0.75,5.2714285714286,0.73333333333333,,1,1,1,,,1,,,,0.70240740740741
437841,1698135882,48.98,19.859,100_409,1359798,"Samsung Galaxy S9",smartphone,"Galaxy S9",android-11.1.0_r31,0.34,0.65,0.32,0.83,0.65,0.52,0.85,4.7285714285714,1,,1,1,1,,,,,,,0.77944444444444
437841,1698135882,48.98,19.859,100_409,1359799,"Synology DS220+",storage,DS220+,,0.81,0.8,0.51,0.54,0.53,0.71,0.41,5.5714285714286,1,,0.66666666666667,1,1,,,,,,,0.78981481481481
437840,1697550550,52.16,21.158,106_435,1359796,"Motorola Moto G7",smartphone,"Moto G7",android-9.1.0_r39,0.36,0.5,0.57,0.55,0.68,0.68,0.79,4.7714285714286,1,,1,1,1,,,1,,,,0.78055555555556
437840,1697550550,52.16,21.158,106_435,1359797,"generic ",iot,,,0.35,0.75,0.64,0.75,0.71,0.31,0.37,5.0142857142857,1,,0.66666666666667,1,1,,,1,,,,0.76833333333333
437839,1696539737,53.97,22.215,112_450,1359795,"Samsung Galaxy S10 Plus",smartphone,"Galaxy S10 Plus",android-7.0.0_r23,0.74,0.6,0.38,0.39,0.43,0.34,0.74,4.1142857142857,0.73333333333333,,1,1,1,,,,,,,0.66351851851852
437838,1695710030,53.84,16.842,85_449,1359794,"Huawei Mate",smartphone,Mate,android-6.0.0_r21,0.41,0.49,0.72,0.82,0.57,0.51,0.85,5.0285714285714,0.86666666666667,,1,1,1,,,1,,,,0.7537037037037
437837,1695411352,52.57,23.687,119_439,1359792,"Nokia 5",smartphone,5,android-6.3.19_r27,0.84,0.67,0.68,0.59,0.61,0.71,0.85,5.8571428571429,0.73333333333333,,1,1,0.66666666666667,,,0.87878787878788,,,,0.71851851851852
437837,1695411352,52.57,23.687,119_439,1359793,"generic ",smart,,,0.39,0.42,0.37,0.87,0.35,0.33,0.56,3.9,1,,0.93333333333333,1,0.66666666666667,,,,,,,0.75018518518519
437836,1696929335,50.65,19.765,99_423,1359791,"LG G5",smartphone,G5,android-6.0.0_r35,0.36,0.43,0.65,0.76,0.33,0.43,0.39,4.2285714285714,0.8,,1,1,1,,,,,,,0.69555555555556
437835,1697663275,52.06,23.617,119_434,1359789,"Xiaomi Mi 11 Pro",smartphone,"Mi 11 Pro",android-11.0.11_r0,0.63,0.67,0.83,0.79,0.39,0.68,0.33,5.7,0.93333333333333,,1,1,1,,,1,,,,0.80240740740741
437835,1697663275,52.06,23.617,119_434,1359790,"TP-Link SG3210XHP",switch,SG3210XHP,,0.49,0.69,0.46,0.37,0.87,0.87,0.58,5.3571428571429,1,,0.46666666666667,1,1,,,,,,,0.77703703703704
437834,1697843889,53.97,22.012,111_450,1359788,"Lenovo Legion Duel 2",smartphone,"Legion Duel 2",android-8.0.0_r20,0.56,0.4,0.88,0.88,0.56,0.39,0.4,5.2428571428571,0.93333333333333,,1,1,1,,,,,,,0.77185185185185
437833,1699327843,51.45,15.007,76_429,1359786,"Huawei Mate",smartphone,Mate,android-4.0.0_r7,0.61,0.65,0.44,0.59,0.56,0.32,0.3,4.5285714285714,0.86666666666667,,1,1,1,,,,,,,0.71481481481481
437833,1699327843,51.45,15.007,76_429,1359787,"generic ",iot,,,0.5,0.8,0.44,0.36,0.7,0.45,0.82,4.6428571428571,1,,0.86666666666667,1,1,,,1,,,,0.76703703703704
437832,1698271381,52.66,15.778,79_439,1359784,"Lenovo K8",smartphone,K8,android-7.0.0_r27,0.49,0.89,0.59,0.89,0.35,0.48,0.32,5.2714285714286,0.93333333333333,,1,1,1,,,,,,,0.77796296296296
437832,1698271381,52.66,15.778,79_439,1359785,"TP-Link AP AC1200",ap,"AP AC1200",,0.7,0.67,0.78,0.83,0.61,0.52,0.69,5.8714285714286,1,,0.4,1,1,,,,,,,0.80055555555556
437831,1697157300,53.25,19.248,97_444,1359782,"HTC U Ultra",smartphone,"U Ultra",android-9.0.0_r33,0.74,0.3,0.75,0.58,0.63,0.81,0.32,5.4428571428571,1,,1,0.77777777777778,0.8,,,,,,,0.81888888888889
437831,1697157300,53.25,19.248,97_444,1359783,"generic ",iot,,,0.52,0.62,0.49,0.79,0.36,0.35,0.75,4.4714285714286,1,,0.2,0.77777777777778,1,,,,,,,0.71944444444444
437830,1698422588,50.26,21.582,108_419,1359781,"HTC U11",smartphone,U11,android-11.2.0_r16,0.59,0.38,0.72,0.79,0.52,0.86,0.36,5.5142857142857,0.86666666666667,,1,1,1,,,1,,,,0.76925925925926
437829,1695487774,49.29,22.208,112_411,1359780,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-10.0.0_r12,0.76,0.5,0.57,0.34,0.86,0.76,0.8,5.4142857142857,0.8,,1,1,1,,,,,,,0.72222222222222
437828,1695744880,51.29,23.814,120_428,1359778,"Samsung Galaxy Note 7",smartphone,"Galaxy Note 7",android-8.0.0_r17,0.35,0.53,0.78,0.44,0.55,0.6,0.55,4.6428571428571,0.93333333333333,,1,1,1,,,,,,,0.75018518518519
437828,1695744880,51.29,23.814,120_428,1359779,"generic ",storage,,,0.49,0.82,0.34,0.47,0.43,0.68,0.61,4.6142857142857,1,,0.6,1,1,,,,,,,0.71722222222222
437827,1695705575,49.58,19.259,97_414,1359776,"Sony Xperia 5 III",smartphone,"Xperia 5 III",android-4.0.0_r17,0.3,0.51,0.6,0.51,0.59,0.46,0.63,4.2428571428571,0.86666666666667,,1,0.66666666666667,0.8,,,,,,,0.72314814814815
437827,1695705575,49.58,19.259,97_414,1359777,generic,storage,,,0.51,0.78,0.35,0.4,0.76,0.42,0.45,4.6,1,,0.86666666666667,0.77777777777778,0.93333333333333,,,,,,,0.76092592592593
437826,1695604069,53.23,23.709,119_444,1359775,"Samsung Galaxy Note 7",smartphone,"Galaxy Note 7",android-7.2.0_r31,0.42,0.42,0.73,0.36,0.3,0.62,0.49,4.0714285714286,0.93333333333333,,1,1,1,,,1,,,,0.74240740740741
437825,1695817800,50.04,18.358,92_417,1359774,"Huawei Mate",smartphone,Mate,android-9.0.0_r26,0.32,0.31,0.8,0.83,0.74,0.7,0.31,5.2857142857143,1,,1,1,1,,,,,,,0.81611111111111
437824,1698951476,53.41,20.653,104_446,1359772,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-10.0.0_r14,0.78,0.41,0.31,0.79,0.8,0.69,0.59,5.4,0.93333333333333,,1,1,1,,,,,,,0.78740740740741
437824,1698951476,53.41,20.653,104_446,1359773,"Synology DS220+",storage,DS220+,,0.31,0.42,0.46,0.76,0.74,0.6,0.34,4.7,1,,0.93333333333333,1,1,,,,,,,0.77240740740741
437823,1699353036,50.96,15.002,76_425,1359771,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-10.0.0_r6,0.87,0.54,0.59,0.41,0.67,0.3,0.86,4.8285714285714,0.86666666666667,,1,0.22222222222222,0.46666666666667,,,,,,,0.74648148148148
437822,1698050038,54.02,22.256,112_451,1359769,"Samsung Galaxy S10",smartphone,"Galaxy S10",android-5.0.0_r0,0.71,0.61,0.88,0.77,0.55,0.7,0.54,6.0285714285714,1,,1,1,1,,,,,,,0.82444444444444
437822,1698050038,54.02,22.256,112_451,1359770,"Sony PlayStation 4",konsola,"PlayStation 4",,0.42,0.32,0.45,0.3,0.57,0.51,0.51,3.6714285714286,1,,0.66666666666667,1,1,,,1,,,,0.72314814814815
437821,1696456468,54.8,20.842,105_457,1359768,"LG Q8",smartphone,Q8,android-7.2.0_r38,0.66,0.69,0.51,0.71,0.56,0.7,0.59,5.4714285714286,0.93333333333333,,1,1,1,,,1,,,,0.78018518518519
437820,1697315911,51.6,14.963,75_430,1359767,"Samsung Galaxy Note 7",smartphone,"Galaxy Note 7",android-6.0.10_r34,0.36,0.58,0.63,0.7,0.65,0.7,0.78,5.1714285714286,0.93333333333333,,1,1,1,,,1,,,,0.76796296296296
437819,1698242972,52.31,14.752,74_436,1359765,"Nokia 5",smartphone,5,android-9.0.6_r35,0.32,0.67,0.41,0.79,0.72,0.44,0.65,4.7857142857143,0.8,,1,1,1,,,,,,,0.71555555555556
437819,1698242972,52.31,14.752,74_436,1359766,"generic ",klimatyzator,,,0.75,0.85,0.6,0.52,0.33,0.3,0.74,4.7857142857143,1,,0.6,1,1,,,1,,,,0.75611111111111
437818,1697043637,53.99,22.189,111_450,1359764,"Samsung Galaxy S21 5G",smartphone,"Galaxy S21 5G",android-8.0.18_r23,0.8,0.34,0.74,0.51,0.57,0.33,0.74,4.7,1,,1,1,1,,,1,,,,0.785
437817,1696635624,53.88,21.879,110_450,1359762,"HTC Evo",smartphone,Evo,android-11.0.3_r35,0.67,0.78,0.86,0.65,0.47,0.6,0.58,5.7571428571429,0.73333333333333,,1,1,1,,,1,,,,0.7112962962963
437817,1696635624,53.88,21.879,110_450,1359763,"Lenovo Legion Duel 2",smartphone,"Legion Duel 2",android-4.3.0_r32,0.53,0.48,0.6,0.42,0.46,0.8,0.87,4.7,0.8,,0.73333333333333,1,1,,,,,,,0.69185185185185
437816,1697261602,53.75,21.346,107_448,1359760,"Lenovo K8",smartphone,K8,android-7.1.5_r24,0.39,0.58,0.55,0.85,0.5,0.42,0.74,4.7,1,,1,1,1,,,,,,,0.79
437816,1697261602,53.75,21.346,107_448,1359761,,,,,0.39,0.78,0.78,0.85,0.47,0.86,0.71,5.9,1,,1,1,1,,,1,,,,0.83611111111111
437815,1697631298,49.77,18.006,91_415,1359758,"Sony Xperia 5 III",smartphone,"Xperia 5 III",android-7.0.1_r1,0.85,0.4,0.6,0.32,0.55,0.51,0.87,4.6142857142857,1,,1,1,1,,,1,,,,0.77555555555556
437815,1697631298,49.77,18.006,91_415,1359759,"generic ",watch,,,0.64,0.32,0.87,0.48,0.64,0.44,0.38,4.8428571428571,1,,0.8,1,1,,,1,,,,0.78333333333333
437814,1698190967,49.65,16.206,82_414,1359756,"Samsung Galaxy S8",smartphone,"Galaxy S8",android-5.0.0_r27,0.66,0.57,0.67,0.82,0.4,0.36,0.6,4.9714285714286,0.86666666666667,,1,1,1,,,,,,,0.73648148148148
437814,1698190967,49.65,16.206,82_414,1359757,"generic ",smartphone,,,0.89,0.48,0.56,0.47,0.87,0.43,0.68,5.2857142857143,1,,1,1,1,,,,,,,0.795
437813,1695903025,52.63,19.114,96_439,1359754,"LG G5",smartphone,G5,android-5.0.0_r32,0.86,0.32,0.41,0.41,0.3,0.66,0.67,4.2285714285714,0.93333333333333,,1,1,1,,,,,,,0.73407407407407
437813,1695903025,52.63,19.114,96_439,1359755,"Xiaomi Mi Router 4A",router,"Mi Router 4A",,0.59,0.44,0.77,0.55,0.32,0.57,0.48,4.6285714285714,1,,0.53333333333333,1,1,,,,,,,0.75351851851852
437812,1697073142,52.63,22.746,114_439,1359753,"Nokia 5",smartphone,5,android-7.0.0_r20,0.31,0.81,0.37,0.64,0.8,0.71,0.86,5.2,0.73333333333333,,1,0,0.73333333333333,,,,,,,0.68907407407407
437811,1699032392,51.6,19.036,96_430,1359751,"Blackberry Aurora",smartphone,Aurora,android-9.0.0_r28,0.59,0.5,0.86,0.43,0.56,0.59,0.33,5.0428571428571,0.8,,1,1,1,,,,,,,0.71166666666667
437811,1699032392,51.6,19.036,96_430,1359752,"Vdx IP8300N",kamera,IP8300N,,0.63,0.48,0.57,0.51,0.72,0.87,0.74,5.4,1,,0.93333333333333,1,1,,,,,,,0.79740740740741
437810,1699076786,53.39,23.754,119_445,1359750,"Huawei Mate",smartphone,Mate,android-11.0.0_r6,0.69,0.73,0.42,0.89,0.49,0.84,0.73,5.8,0.8,,1,1,1,,,1,,,,0.75388888888889
437809,1698763678,54.35,23.394,117_453,1359748,"Lenovo K8",smartphone,K8,android-10.3.2_r35,0.32,0.69,0.33,0.64,0.64,0.54,0.36,4.5142857142857,0.8,,1,1,1,,,,,,,0.69388888888889
437809,1698763678,54.35,23.394,117_453,1359749,"LG G5",smartphone,G5,android-4.0.0_r5,0.56,0.3,0.7,0.56,0.51,0.49,0.6,4.4571428571429,1,,0.73333333333333,1,1,,,,,,,0.75574074074074
437808,1699162090,50.37,23.209,117_420,1359746,"LG Q8",smartphone,Q8,android-10.3.0_r37,0.34,0.32,0.33,0.46,0.34,0.78,0.54,3.6714285714286,1,,1,1,1,,,,,,,0.74388888888889
437808,1699162090,50.37,23.209,117_420,1359747,"Xiaomi Mi 360",kamera,"Mi 360",,0.38,0.35,0.6,0.49,0.69,0.31,0.49,4.0285714285714,1,,1,1,1,,,,,,,0.75444444444444
437807,1698532822,51.08,23.839,120_426,1359744,"Lenovo Legion Duel 2",smartphone,"Legion Duel 2",android-9.0.8_r38,0.4,0.67,0.73,0.36,0.44,0.57,0.88,4.5285714285714,1,,1,1,1,,,1,,,,0.78333333333333
437807,1698532822,51.08,23.839,120_426,1359745,"Xiaomi Pad 5",tablet,"Pad 5",,0.33,0.66,0.61,0.79,0.7,0.67,0.76,5.3714285714286,0.86666666666667,,1,1,1,,,,,,,0.74648148148148
437806,1697024348,49.82,22.3,112_416,1359742,"Sony Xperia 5 III",smartphone,"Xperia 5 III",android-10.2.9_r17,0.46,0.71,0.87,0.68,0.74,0.6,0.6,5.8,0.73333333333333,,1,1,1,,,1,,,,0.71740740740741
437806,1697024348,49.82,22.3,112_416,1359743,"generic ",watch,,,0.78,0.46,0.36,0.62,0.62,0.35,0.57,4.5571428571429,1,,0.13333333333333,1,1,,,,,,,0.72185185185185
437805,1695731044,49.33,23.893,120_412,1359740,"Nokia 3",smartphone,3,android-6.0.0_r20,0.3,0.82,0.87,0.78,0.31,0.4,0.51,4.9714285714286,0.73333333333333,,1,0.88888888888889,0.86666666666667,,,,,,,0.6862962962963
437805,1695731044,49.33,23.893,120_412,1359741,"Clatronic Cl3750",klimatyzator,Cl3750,,0.44,0.7,0.76,0.77,0.55,0.4,0.6,5.1714285714286,1,,0.66666666666667,0.77777777777778,0.86666666666667,,,,,,,0.79037037037037
437804,1698613440,49.89,20.853,105_416,1359738,"Lenovo Legion Duel 2",smartphone,"Legion Duel 2",android-5.0.0_r27,0.52,0.32,0.77,0.57,0.53,0.7,0.69,4.8714285714286,0.86666666666667,,1,1,1,,,1,,,,0.73592592592593
437804,1698613440,49.89,20.853,105_416,1359739,"Xiaomi Mi Router 4A",router,"Mi Router 4A",,0.88,0.63,0.61,0.59,0.56,0.78,0.67,5.7857142857143,1,,0.6,1,1,,,,,,,0.79222222222222
437803,1696076952,51.11,14.387,72_426,1359737,"Huawei Mate",smartphone,Mate,android-4.0.0_r35,0.49,0.44,0.4,0.4,0.36,0.3,0.61,3.4142857142857,1,,1,1,1,,,1,,,,0.73
437802,1699217607,50.05,19.765,99_418,1359735,"Samsung Galaxy S20 Ultra",smartphone,"Galaxy S20 Ultra",android-8.0.13_r35,0.51,0.41,0.53,0.81,0.57,0.31,0.89,4.4857142857143,1,,1,1,1,,,,,,,0.77055555555556
437802,1699217607,50.05,19.765,99_418,1359736,generic,smartphone,,android-9.0.0_r38,0.68,0.35,0.53,0.55,0.73,0.44,0.48,4.6857142857143,0.86666666666667,,1,1,1,,,,,,,0.7287037037037
437801,1696831720,54.24,18.196,91_453,1359733,"HTC Evo",smartphone,Evo,android-5.0.0_r3,0.65,0.3,0.68,0.42,0.76,0.59,0.86,4.8571428571429,1,,1,1,1,,,,,,,0.79055555555556
437801,1696831720,54.24,18.196,91_453,1359734,"Samsung Galaxy Note 7",smartphone,"Galaxy Note 7",android-5.3.0_r26,0.81,0.63,0.75,0.34,0.4,0.36,0.3,4.7,1,,0.8,1,1,,,,,,,0.78
